Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
11	Paque	Faint	Alliance	1,060.5	32	Aug 17	47:56	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Conqueror's Spaulders (21330)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Chromatic Boots (19387)	Zandalar Vindicator's Armguards (19824)	Marshal's Plate Gauntlets (16484)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cloak of Draconic Might (19436)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
12	Juck	SQUAWK	Horde	1,059.9	41	Aug 13	1:26:51	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Conqueror's Spaulders (21330)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Conqueror's Legguards (21332)	Boots of the Vanguard (21493)	Deeprock Bracers (21184)	Sacrificial Gauntlets (22714)	Quick Strike Ring (18821)	Signet of Unyielding Strength (21393)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Bloodseeker (19107)
13	Iénorme	B R I C K E D	Alliance	1,052.3	38	Aug 8	41:39	Lieutenant Commander's Plate Helmet (23314)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Conqueror's Breastplate (21331)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Wristguards of Stability (19146)	Marshal's Plate Gauntlets (16484)	Master Dragonslayer's Ring (19384)	Circle of Applied Force (19432)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cloak of Draconic Might (19436)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Striker's Mark (17069)
14	Clicker	Return	Alliance	1,051.1	40	Aug 13	48:28	Helm of Endless Rage (19372)	The Eye of Hakkar (19856)	Conqueror's Spaulders (21330)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Boots of the Vanguard (21493)	Bracers of Brutality (21457)	Marshal's Plate Gauntlets (16484)	Circle of Applied Force (19432)	Don Julio's Band (19325)	Drake Fang Talisman (19406)	Earthstrike (21180)	Cloak of the Fallen God (21710)	Empyrean Demolisher (17112)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
15	Deemstersx	Dense	Alliance	1,050.1	40	Aug 15	47:35	Field Marshal's Plate Helm (16478)	The Eye of Hakkar (19856)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Zandalar Vindicator's Belt (19823)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Wristguards of Stability (19146)	Marshal's Plate Gauntlets (16484)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Striker's Mark (17069)
16	Thcck	Progress	Horde	1,049.2	38	Aug 6	42:58	Conqueror's Crown (21329)	The Eye of Hakkar (19856)	Conqueror's Spaulders (21330)	Conqueror's Breastplate (21331)	Onslaught Girdle (19137)	Conqueror's Legguards (21332)	Chromatic Boots (19387)	Hive Defiler Wristguards (21618)	Sacrificial Gauntlets (22714)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Earthstrike (21180)	Badge of the Swarmguard (21670)	Drape of Unyielding Strength (21394)	Blessed Qiraji War Axe (21242)	Crul'shorukh, Edge of Chaos (19363)	Huhuran's Stinger (21616)
17	Deemsters	Dense	Alliance	1,047.9	39	Aug 8	1:03:52	Lieutenant Commander's Plate Helmet (23314)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Conqueror's Breastplate (21331)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Chromatic Boots (19387)	Hive Defiler Wristguards (21618)	Flameguard Gauntlets (19143)	Quick Strike Ring (18821)	Don Julio's Band (19325)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	Grand Marshal's Punisher (18865)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
18	Drakesoulx	Progress	Horde	1,047.3	39	Aug 13	44:47	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	Boots of the Fallen Hero (21688)	Deeprock Bracers (21184)	Flameguard Gauntlets (19143)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Crossbow of Imminent Doom (21459)
19	Editionclone	N/A	Unknown	1,044.3	40	Aug 14	47:42	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Legionnaire's Plate Hauberk (22872)	Zandalar Vindicator's Belt (19823)	Legionnaire's Plate Leggings (22873)	Chromatic Boots (19387)	Bracers of Brutality (21457)	Sacrificial Gauntlets (22714)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Frostbite (19103)	Doom's Edge (19362)	Crossbow of Imminent Doom (21459)
20	Thiccnasty	Dense	Alliance	1,039.7	39	Aug 8	1:03:52	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Mantle of Wicked Revenge (21665)	Field Marshal's Plate Armor (16477)	Belt of Never-Ending Agony (21586)	Conqueror's Legguards (21332)	Chromatic Boots (19387)	Wristguards of Stability (19146)	Sacrificial Gauntlets (22714)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Hand of Justice (11815)	Earthstrike (21180)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Striker's Mark (17069)
21	Oraxd	something to think about	Horde	1,033.2	40	Aug 13	54:16	Warlord's Plate Headpiece (16542)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	General's Plate Gauntlets (16548)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Earthstrike (21180)	Badge of the Swarmguard (21670)	Cloak of the Fallen God (21710)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Striker's Mark (17069)
22	Crille	Gnomeboys	Alliance	1,031.9	40	Aug 14	51:25	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Conqueror's Spaulders (21330)	Conqueror's Breastplate (21331)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Flameguard Gauntlets (19143)	Don Julio's Band (19325)	Circle of Applied Force (19432)	Earthstrike (21180)	Badge of the Swarmguard (21670)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Crossbow of Imminent Doom (21459)
23	Wakabald	SQUAWK	Horde	1,029.3	40	Aug 13	1:15:38	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	General's Plate Gauntlets (16548)	Ring of the Qiraji Fury (21677)	Master Dragonslayer's Ring (19384)	Diamond Flask (20130)	Hand of Justice (11815)	Cloak of Draconic Might (19436)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Crossbow of Imminent Doom (21459)
24	Properlove	Progress	Horde	1,029.1	40	Aug 5	45:35	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Savage Gladiator Chain (11726)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Zandalar Vindicator's Armguards (19824)	General's Plate Gauntlets (16548)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Zulian Tigerhide Cloak (19907)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Crossbow of Imminent Doom (21459)
25	Lvg	based	Alliance	1,028.6	40	Aug 10	1:05:48	Lieutenant Commander's Plate Helmet (23314)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Wristguards of Stability (19146)	Flameguard Gauntlets (19143)	Circle of Applied Force (19432)	Master Dragonslayer's Ring (19384)	Earthstrike (21180)	Hand of Justice (11815)	Cloak of Draconic Might (19436)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
26	Mikasax	B R I C K E D	Alliance	1,026.1	39	Jul 31	34:46	Field Marshal's Plate Helm (16478)	The Eye of Hakkar (19856)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Hive Defiler Wristguards (21618)	Marshal's Plate Gauntlets (16484)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Striker's Mark (17069)
27	Googlepump	SQUAWK	Horde	1,026.0	41	Aug 13	1:26:51	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Bracers of Brutality (21457)	Edgemaster's Handguards (14551)	Signet of Unyielding Strength (21393)	Quick Strike Ring (18821)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	High Warlord's Quickblade (23467)	Bloodseeker (19107)
28	Fora	drip	Horde	1,025.7	40	Aug 13	52:53	Champion's Plate Helm (23244)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Malfurion's Blessed Bulwark (19405)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	Sacrificial Gauntlets (22714)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Hand of Justice (11815)	Diamond Flask (20130)	Cloak of Draconic Might (19436)	Deathbringer (17068)	Blessed Qiraji War Axe (21242)	Bloodseeker (19107)
29	Monkeynéws	whos friend r u	Alliance	1,024.8	40	Aug 13	33:52	Lieutenant Commander's Plate Helmet (23314)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Conqueror's Legguards (21332)	Chromatic Boots (19387)	Berserker Bracers (19578)	Edgemaster's Handguards (14551)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Drake Fang Talisman (19406)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Striker's Mark (17069)
30	Tylaronxx	N/A	Unknown	1,023.3	41	Aug 10	1:17:48	Warlord's Plate Headpiece (16542)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracers of Brutality (21457)	General's Plate Gauntlets (16548)	Master Dragonslayer's Ring (19384)	Circle of Applied Force (19432)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Bloodseeker (19107)
31	Ratge	SQUAWK	Horde	1,022.3	40	Aug 14	1:22:55	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Conqueror's Spaulders (21330)	Savage Gladiator Chain (11726)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	Boots of the Vanguard (21493)	Bracers of Brutality (21457)	General's Plate Gauntlets (16548)	Circle of Applied Force (19432)	Quick Strike Ring (18821)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	Crul'shorukh, Edge of Chaos (19363)	Crossbow of Imminent Doom (21459)
32	Wp	SQUAWK	Horde	1,021.9	40	Aug 6	1:16:22	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Wristguards of Stability (19146)	Sacrificial Gauntlets (22714)	Signet of Unyielding Strength (21393)	Quick Strike Ring (18821)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Bloodseeker (19107)
33	Shmev	Smooth	Horde	1,020.9	40	Aug 15	1:35:39	Champion's Plate Helm (23244)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Bracers of Brutality (21457)	Gauntlets of Annihilation (21581)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	Crul'shorukh, Edge of Chaos (19363)	Striker's Mark (17069)
34	Nich	atrocious	Horde	1,020.6	40	Aug 6	50:06	Champion's Plate Helm (23244)	Barbed Choker (21664)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Deeprock Bracers (21184)	Flameguard Gauntlets (19143)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	Crul'shorukh, Edge of Chaos (19363)	Crossbow of Imminent Doom (21459)
35	Pezzw	something to think about	Horde	1,018.0	40	Aug 13	54:16	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	Gauntlets of Annihilation (21581)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Striker's Mark (17069)
36	Alexwar	Drama	Alliance	1,016.2	40	Aug 7	46:53	Lieutenant Commander's Plate Helmet (23314)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Savage Gladiator Chain (11726)	Zandalar Vindicator's Belt (19823)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Sacrificial Gauntlets (22714)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Diamond Flask (20130)	Hand of Justice (11815)	Cloak of the Fallen God (21710)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Striker's Mark (17069)
37	Fw	grief	Alliance	1,015.8	40	Aug 5	44:15	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Chromatic Boots (19387)	Qiraji Execution Bracers (21602)	Flameguard Gauntlets (19143)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Diamond Flask (20130)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	Grand Marshal's Punisher (18865)	Grand Marshal's Swiftblade (23456)	Striker's Mark (17069)
38	Tsirbulabald	not a good look	Alliance	1,014.1	40	Aug 13	33:25	Lieutenant Commander's Plate Helmet (23314)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Aged Core Leather Gloves (18823)	Band of Jin (19925)	Seal of Jin (19898)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cloak of the Fallen God (21710)	Chromatically Tempered Sword (19352)	Blessed Qiraji Pugio (21244)	Bloodseeker (19107)
39	Mikassax	N/A	Unknown	1,013.2	40	Aug 17	39:17	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Conqueror's Legguards (21332)	Chromatic Boots (19387)	Zandalar Vindicator's Armguards (19824)	General's Plate Gauntlets (16548)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Gurubashi Dwarf Destroyer (19853)
40	Edition	Progress	Horde	1,011.4	40	Aug 12	41:58	Warlord's Plate Headpiece (16542)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Wristguards of Stability (19146)	General's Plate Gauntlets (16548)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cloak of Firemaw (19398)	High Warlord's Cleaver (18828)	Crul'shorukh, Edge of Chaos (19363)	Striker's Mark (17069)
41	Goofxd	catgirl cowboys	Alliance	1,010.4	39	Aug 18	43:53	Lieutenant Commander's Plate Helmet (23314)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Bracers of Brutality (21457)	Gauntlets of Annihilation (21581)	Circle of Applied Force (19432)	Quick Strike Ring (18821)	Diamond Flask (20130)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
42	Break	Risen	Horde	1,010.3	40	Aug 8	54:35	Warlord's Plate Headpiece (16542)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Wristguards of Stability (19146)	General's Plate Gauntlets (16548)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Gurubashi Dwarf Destroyer (19853)
43	Castro	Drama	Alliance	1,009.9	40	Aug 7	46:53	Lieutenant Commander's Plate Helmet (23314)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Conqueror's Breastplate (21331)	Onslaught Girdle (19137)	Conqueror's Legguards (21332)	Chromatic Boots (19387)	Bracers of Brutality (21457)	Sacrificial Gauntlets (22714)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cloak of the Fallen God (21710)	Empyrean Demolisher (17112)	Grand Marshal's Swiftblade (23456)	Striker's Mark (17069)
44	Catdadx	drip	Horde	1,009.4	40	Aug 13	52:53	Warlord's Plate Headpiece (16542)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracers of Brutality (21457)	General's Plate Gauntlets (16548)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Earthstrike (21180)	Hand of Justice (11815)	Cloak of Draconic Might (19436)	High Warlord's Cleaver (18828)	Crul'shorukh, Edge of Chaos (19363)	Blackcrow (12651)
45	Ryke	Dense	Alliance	1,008.7	40	Aug 15	47:35	Field Marshal's Plate Helm (16478)	The Eye of Hakkar (19856)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Wristguards of Stability (19146)	Marshal's Plate Gauntlets (16484)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
